text,label
"How tall was Queen Victoria? ",conversational
"What did the Supreme Court rule the Constitution allowed for?",conversational
"What is one trait James Madison mentions the United Provinces show?",conversational
"Men's arousal patterns were found to be with?",conversational
"What was the first manufactured fiber?",conversational
"What law paralleled the legal development of Europe and Latin America?",conversational
"When did the 360 surrender its lead in total sales?",conversational
"What song inspired Freddie from Queen's surname?",conversational
"What is another thing launching the first COMPASS satellite enable researchers to do?",conversational
"In what stage is youth overwhelmed by feelings of inner turmoil regarding their sexual orientation?",conversational
"In what month and year did Gaddafi begin Third International Theory?",conversational
"What programs do ISPs use to eavesdrop on the FBI?",conversational
"In which direction were the dead facing when they were   buried?",conversational
"Who was the executive producer of Pop Idol?",conversational
"What is the function of a ""beer engine""?",conversational
"What CIA agent was killed during the attacks on the World Trade Center?",conversational
"What paparazzi member did Kanye attack at LAX in 2013?",conversational
"Who promoted settlement in Montana in the early 1900s",conversational
"What course did Ezra Stiles require seniors to take?",conversational
"Where was the Calouste Gulbenkian Foundation established?",conversational
"How many hispanics live in the City of Boston?",conversational
"What was the SNES called in Japan?",conversational
"What type of effect do floral hops have?",conversational
"Insects have developed what kind of active capability?",conversational
"What are bare-board tests looking for besides ""opens""?",conversational
"Which Russian was involved in naming the Marshall Islands?",conversational
"What type of framework was Divan poetry based on?",conversational
"In what year did Jaun de Bermudez first reach Bermuda?",conversational
"What treatment helped prevent the loss of the King's right leg?",conversational
